delivery_event_id,po_line_id,purchase_order_id,supplier_id,product_id,destination_store_id,order_date,expected_delivery_date,actual_delivery_date,ordered_units,received_units,line_status
DEV0002285,POL002010,PO00402,SUP007,SKU0078,STR007,2026-04-24,2026-05-04,2026-05-02,72,72,Complete
DEV0002286,POL002011,PO00403,SUP001,SKU0081,STR014,2026-04-24,2026-05-04,2026-05-02,43,43,Complete
DEV0002287,POL002012,PO00403,SUP007,SKU0084,STR021,2026-04-24,2026-05-04,2026-05-02,136,136,Complete
DEV0002288,POL002013,PO00403,SUP006,SKU0087,STR004,2026-04-24,2026-05-04,2026-05-02,83,83,Complete
DEV0002289,POL002014,PO00403,SUP012,SKU0090,STR011,2026-04-24,2026-05-04,2026-05-03,90,65,Complete
DEV0002290,POL002014,PO00403,SUP012,SKU0090,STR011,2026-04-24,2026-05-04,2026-05-04,90,25,Complete
DEV0002291,POL002015,PO00403,SUP011,SKU0093,STR018,2026-04-24,2026-05-04,2026-05-03,47,47,Complete
DEV0002292,POL002016,PO00404,SUP005,SKU0096,STR001,2026-04-24,2026-05-04,2026-05-02,119,119,Complete
DEV0002293,POL002017,PO00404,SUP012,SKU0002,STR008,2026-05-01,2026-05-11,2026-05-09,134,134,Complete
DEV0002294,POL002018,PO00404,SUP006,SKU0005,STR015,2026-05-01,2026-05-11,2026-05-09,78,37,Complete
DEV0002295,POL002018,PO00404,SUP006,SKU0005,STR015,2026-05-01,2026-05-11,2026-05-10,78,41,Complete
DEV0002296,POL002019,PO00404,SUP005,SKU0008,STR022,2026-05-01,2026-05-11,2026-05-11,60,60,Complete
DEV0002297,POL002020,PO00404,SUP011,SKU0011,STR005,2026-05-01,2026-05-11,2026-05-10,38,38,Complete
DEV0002298,POL002021,PO00405,SUP005,SKU0014,STR012,2026-05-01,2026-05-11,2026-05-09,42,42,Complete
DEV0002299,POL002022,PO00405,SUP004,SKU0017,STR019,2026-05-01,2026-05-11,2026-05-11,39,39,Complete
DEV0002300,POL002023,PO00405,SUP010,SKU0020,STR002,2026-05-01,2026-05-11,2026-05-09,131,131,Complete
DEV0002301,POL002024,PO00405,SUP009,SKU0023,STR009,2026-05-01,2026-05-11,2026-05-09,113,113,Complete
DEV0002302,POL002025,PO00405,SUP003,SKU0026,STR016,2026-05-01,2026-05-11,2026-05-09,133,133,Complete
DEV0002303,POL002026,PO00406,SUP002,SKU0029,STR023,2026-05-01,2026-05-11,2026-05-11,128,128,Complete
DEV0002304,POL002027,PO00406,SUP008,SKU0032,STR006,2026-05-01,2026-05-11,2026-05-09,52,52,Complete
DEV0002305,POL002028,PO00406,SUP002,SKU0035,STR013,2026-05-01,2026-05-11,2026-05-09,103,62,Complete
DEV0002306,POL002028,PO00406,SUP002,SKU0035,STR013,2026-05-01,2026-05-11,2026-05-10,103,41,Complete
DEV0002307,POL002029,PO00406,SUP001,SKU0038,STR020,2026-05-01,2026-05-11,2026-05-09,116,116,Complete
DEV0002308,POL002030,PO00406,SUP007,SKU0041,STR003,2026-05-01,2026-05-11,2026-05-09,83,83,Complete
DEV0002309,POL002031,PO00407,SUP006,SKU0044,STR010,2026-05-01,2026-05-11,2026-05-09,95,95,Complete
DEV0002310,POL002032,PO00407,SUP012,SKU0047,STR017,2026-05-01,2026-05-11,2026-05-09,73,45,Complete
DEV0002311,POL002032,PO00407,SUP012,SKU0047,STR017,2026-05-01,2026-05-11,2026-05-10,73,28,Complete
DEV0002312,POL002033,PO00407,SUP011,SKU0050,STR024,2026-05-01,2026-05-11,2026-05-10,35,35,Complete
DEV0002313,POL002034,PO00407,SUP005,SKU0053,STR007,2026-05-01,2026-05-11,2026-05-11,119,119,Complete
DEV0002314,POL002035,PO00407,SUP011,SKU0056,STR014,2026-05-01,2026-05-11,2026-05-10,106,49,Partially Received
DEV0002315,POL002035,PO00407,SUP011,SKU0056,STR014,2026-05-01,2026-05-11,2026-05-11,106,44,Partially Received
DEV0002316,POL002036,PO00408,SUP010,SKU0059,STR021,2026-05-01,2026-05-11,2026-05-11,65,65,Complete
DEV0002317,POL002037,PO00408,SUP004,SKU0062,STR004,2026-05-01,2026-05-11,2026-05-11,112,112,Complete
DEV0002318,POL002038,PO00408,SUP003,SKU0065,STR011,2026-05-01,2026-05-11,2026-05-09,76,76,Complete
DEV0002319,POL002039,PO00408,SUP009,SKU0068,STR018,2026-05-01,2026-05-11,2026-05-10,70,49,Complete
DEV0002320,POL002039,PO00408,SUP009,SKU0068,STR018,2026-05-01,2026-05-11,2026-05-11,70,21,Complete
DEV0002321,POL002040,PO00408,SUP008,SKU0071,STR001,2026-05-01,2026-05-11,2026-05-11,35,35,Complete
DEV0002322,POL002041,PO00409,SUP002,SKU0074,STR008,2026-05-01,2026-05-11,2026-05-11,133,133,Complete
DEV0002323,POL002042,PO00409,SUP008,SKU0077,STR015,2026-05-01,2026-05-11,2026-05-10,42,42,Complete
DEV0002324,POL002043,PO00409,SUP007,SKU0080,STR022,2026-05-01,2026-05-11,2026-05-10,103,57,Complete
DEV0002325,POL002043,PO00409,SUP007,SKU0080,STR022,2026-05-01,2026-05-11,2026-05-11,103,46,Complete
DEV0002326,POL002044,PO00409,SUP001,SKU0083,STR005,2026-05-01,2026-05-11,2026-05-10,68,68,Complete
DEV0002327,POL002045,PO00409,SUP012,SKU0086,STR012,2026-05-01,2026-05-11,2026-05-09,49,49,Complete
DEV0002328,POL002046,PO00410,SUP006,SKU0089,STR019,2026-05-01,2026-05-11,2026-05-09,119,119,Complete
DEV0002329,POL002047,PO00410,SUP005,SKU0092,STR002,2026-05-01,2026-05-11,2026-05-09,65,65,Complete
DEV0002330,POL002048,PO00410,SUP011,SKU0095,STR009,2026-05-01,2026-05-11,2026-05-14,130,90,Complete
DEV0002331,POL002048,PO00410,SUP011,SKU0095,STR009,2026-05-01,2026-05-11,2026-05-15,130,40,Complete
DEV0002332,POL002049,PO00410,SUP006,SKU0001,STR016,2026-05-08,2026-05-18,2026-05-16,123,123,Complete
DEV0002333,POL002050,PO00410,SUP012,SKU0004,STR023,2026-05-08,2026-05-18,2026-05-18,138,138,Complete
DEV0002334,POL002051,PO00411,SUP006,SKU0007,STR006,2026-05-08,2026-05-18,2026-05-17,125,117,Partially Received
DEV0002335,POL002052,PO00411,SUP005,SKU0010,STR013,2026-05-08,2026-05-18,2026-05-17,55,39,Complete
DEV0002336,POL002052,PO00411,SUP005,SKU0010,STR013,2026-05-08,2026-05-18,2026-05-18,55,16,Complete
DEV0002337,POL002053,PO00411,SUP011,SKU0013,STR020,2026-05-08,2026-05-18,2026-05-18,114,114,Complete
DEV0002338,POL002054,PO00411,SUP010,SKU0016,STR003,2026-05-08,2026-05-18,2026-05-16,80,80,Complete
DEV0002339,POL002055,PO00411,SUP004,SKU0019,STR010,2026-05-08,2026-05-18,2026-05-18,139,139,Complete
DEV0002340,POL002056,PO00412,SUP003,SKU0022,STR017,2026-05-08,2026-05-18,2026-05-17,30,27,Partially Received
DEV0002341,POL002057,PO00412,SUP009,SKU0025,STR024,2026-05-08,2026-05-18,2026-05-17,136,136,Complete
DEV0002342,POL002058,PO00412,SUP003,SKU0028,STR007,2026-05-08,2026-05-18,2026-05-17,85,85,Complete
DEV0002343,POL002059,PO00412,SUP002,SKU0031,STR014,2026-05-08,2026-05-18,2026-05-17,139,139,Complete
DEV0002344,POL002060,PO00412,SUP008,SKU0034,STR021,2026-05-08,2026-05-18,2026-05-17,60,60,Complete
DEV0002345,POL002061,PO00413,SUP007,SKU0037,STR004,2026-05-08,2026-05-18,2026-05-17,34,34,Complete
DEV0002346,POL002062,PO00413,SUP001,SKU0040,STR011,2026-05-08,2026-05-18,2026-05-18,121,121,Complete
DEV0002347,POL002063,PO00413,SUP012,SKU0043,STR018,2026-05-08,2026-05-18,2026-05-22,50,39,Partially Received
DEV0002348,POL002064,PO00413,SUP006,SKU0046,STR001,2026-05-08,2026-05-18,2026-05-18,103,103,Complete
DEV0002349,POL002065,PO00413,SUP012,SKU0049,STR008,2026-05-08,2026-05-18,2026-05-18,92,92,Complete
DEV0002350,POL002066,PO00414,SUP011,SKU0052,STR015,2026-05-08,2026-05-18,2026-05-17,100,100,Complete
DEV0002351,POL002067,PO00414,SUP005,SKU0055,STR022,2026-05-08,2026-05-18,2026-05-16,55,55,Complete
DEV0002352,POL002068,PO00414,SUP004,SKU0058,STR005,2026-05-08,2026-05-18,2026-05-16,38,38,Complete
DEV0002353,POL002069,PO00414,SUP010,SKU0061,STR012,2026-05-08,2026-05-18,2026-05-16,34,34,Complete
DEV0002354,POL002070,PO00414,SUP009,SKU0064,STR019,2026-05-08,2026-05-18,2026-05-16,125,125,Complete
DEV0002355,POL002071,PO00415,SUP003,SKU0067,STR002,2026-05-08,2026-05-18,2026-05-17,68,68,Complete
DEV0002356,POL002072,PO00415,SUP009,SKU0070,STR009,2026-05-08,2026-05-18,2026-05-16,81,81,Complete
DEV0002357,POL002073,PO00415,SUP008,SKU0073,STR016,2026-05-08,2026-05-18,2026-05-18,30,30,Complete
DEV0002358,POL002074,PO00415,SUP002,SKU0076,STR023,2026-05-08,2026-05-18,2026-05-16,121,121,Complete
DEV0002359,POL002075,PO00415,SUP001,SKU0079,STR006,2026-05-08,2026-05-18,2026-05-18,64,48,Partially Received
DEV0002360,POL002076,PO00416,SUP007,SKU0082,STR013,2026-05-08,2026-05-18,2026-05-18,102,102,Complete
DEV0002361,POL002077,PO00416,SUP006,SKU0085,STR020,2026-05-08,2026-05-18,2026-05-16,63,63,Complete
DEV0002362,POL002078,PO00416,SUP012,SKU0088,STR003,2026-05-08,2026-05-18,2026-05-16,68,68,Complete
DEV0002363,POL002079,PO00416,SUP006,SKU0091,STR010,2026-05-08,2026-05-18,2026-05-16,135,135,Complete
DEV0002364,POL002080,PO00416,SUP005,SKU0094,STR017,2026-05-08,2026-05-18,2026-05-19,99,99,Complete
DEV0002365,POL002081,PO00417,SUP006,SKU0003,STR024,2026-05-15,2026-05-25,2026-05-27,104,63,Complete
DEV0002366,POL002081,PO00417,SUP006,SKU0003,STR024,2026-05-15,2026-05-25,2026-05-28,104,41,Complete
DEV0002367,POL002082,PO00417,SUP012,SKU0006,STR007,2026-05-15,2026-05-25,2026-05-22,71,46,Complete
DEV0002368,POL002082,PO00417,SUP012,SKU0006,STR007,2026-05-15,2026-05-25,2026-05-23,71,25,Complete
DEV0002369,POL002083,PO00417,SUP011,SKU0009,STR014,2026-05-15,2026-05-25,2026-05-24,33,33,Complete
DEV0002370,POL002084,PO00417,SUP005,SKU0012,STR021,2026-05-15,2026-05-25,2026-05-25,95,68,Partially Received
DEV0002371,POL002085,PO00417,SUP004,SKU0015,STR004,2026-05-15,2026-05-25,2026-05-25,83,83,Complete
DEV0002372,POL002086,PO00418,SUP010,SKU0018,STR011,2026-05-15,2026-05-25,2026-05-24,117,117,Complete
DEV0002373,POL002087,PO00418,SUP004,SKU0021,STR018,2026-05-15,2026-05-25,2026-05-23,34,34,Complete
DEV0002374,POL002088,PO00418,SUP003,SKU0024,STR001,2026-05-15,2026-05-25,2026-05-24,98,98,Complete
DEV0002375,POL002089,PO00418,SUP009,SKU0027,STR008,2026-05-15,2026-05-25,2026-05-23,44,44,Complete
DEV0002376,POL002090,PO00418,SUP008,SKU0030,STR015,2026-05-15,2026-05-25,2026-05-26,55,55,Complete
DEV0002377,POL002091,PO00419,SUP002,SKU0033,STR022,2026-05-15,2026-05-25,2026-05-23,109,109,Complete
DEV0002378,POL002092,PO00419,SUP001,SKU0036,STR005,2026-05-15,2026-05-25,2026-05-24,38,38,Complete
DEV0002379,POL002093,PO00419,SUP007,SKU0039,STR012,2026-05-15,2026-05-25,2026-05-24,28,28,Complete
DEV0002380,POL002094,PO00419,SUP001,SKU0042,STR019,2026-05-15,2026-05-25,2026-05-24,110,68,Complete
DEV0002381,POL002094,PO00419,SUP001,SKU0042,STR019,2026-05-15,2026-05-25,2026-05-25,110,42,Complete
DEV0002382,POL002095,PO00419,SUP012,SKU0045,STR002,2026-05-15,2026-05-25,2026-05-23,32,32,Complete
DEV0002383,POL002096,PO00420,SUP006,SKU0048,STR009,2026-05-15,2026-05-25,2026-05-24,82,82,Complete
DEV0002384,POL002097,PO00420,SUP005,SKU0051,STR016,2026-05-15,2026-05-25,2026-05-23,107,64,Complete
DEV0002385,POL002097,PO00420,SUP005,SKU0051,STR016,2026-05-15,2026-05-25,2026-05-24,107,43,Complete
DEV0002386,POL002098,PO00420,SUP011,SKU0054,STR023,2026-05-15,2026-05-25,2026-05-24,137,137,Complete
DEV0002387,POL002099,PO00420,SUP010,SKU0057,STR006,2026-05-15,2026-05-25,2026-05-23,61,61,Complete
DEV0002388,POL002100,PO00420,SUP004,SKU0060,STR013,2026-05-15,2026-05-25,2026-05-23,127,127,Complete
DEV0002389,POL002101,PO00421,SUP010,SKU0063,STR020,2026-05-15,2026-05-25,2026-05-25,115,115,Complete
DEV0002390,POL002102,PO00421,SUP009,SKU0066,STR003,2026-05-15,2026-05-25,2026-05-25,70,70,Complete
DEV0002391,POL002103,PO00421,SUP003,SKU0069,STR010,2026-05-15,2026-05-25,2026-05-24,55,55,Complete
DEV0002392,POL002104,PO00421,SUP002,SKU0072,STR017,2026-05-15,2026-05-25,2026-05-23,39,39,Complete
DEV0002393,POL002105,PO00421,SUP008,SKU0075,STR024,2026-05-15,2026-05-25,2026-05-24,71,43,Complete
DEV0002394,POL002105,PO00421,SUP008,SKU0075,STR024,2026-05-15,2026-05-25,2026-05-25,71,28,Complete
DEV0002395,POL002106,PO00422,SUP007,SKU0078,STR007,2026-05-15,2026-05-25,2026-05-28,29,29,Complete
DEV0002396,POL002107,PO00422,SUP001,SKU0081,STR014,2026-05-15,2026-05-25,2026-05-24,103,103,Complete
DEV0002397,POL002108,PO00422,SUP007,SKU0084,STR021,2026-05-15,2026-05-25,2026-05-23,103,60,Partially Received
DEV0002398,POL002108,PO00422,SUP007,SKU0084,STR021,2026-05-15,2026-05-25,2026-05-24,103,26,Partially Received
DEV0002399,POL002109,PO00422,SUP006,SKU0087,STR004,2026-05-15,2026-05-25,2026-05-24,140,140,Complete
DEV0002400,POL002110,PO00422,SUP012,SKU0090,STR011,2026-05-15,2026-05-25,2026-05-23,85,85,Complete
DEV0002401,POL002111,PO00423,SUP011,SKU0093,STR018,2026-05-15,2026-05-25,2026-05-24,51,51,Complete
DEV0002402,POL002112,PO00423,SUP005,SKU0096,STR001,2026-05-15,2026-05-25,2026-05-24,69,30,Partially Received
DEV0002403,POL002112,PO00423,SUP005,SKU0096,STR001,2026-05-15,2026-05-25,2026-05-25,69,21,Partially Received
DEV0002404,POL002113,PO00423,SUP012,SKU0002,STR008,2026-05-22,2026-06-01,2026-06-01,80,80,Complete
DEV0002405,POL002114,PO00423,SUP006,SKU0005,STR015,2026-05-22,2026-06-01,2026-05-29,130,73,Complete
DEV0002406,POL002114,PO00423,SUP006,SKU0005,STR015,2026-05-22,2026-06-01,2026-05-30,130,57,Complete
DEV0002407,POL002115,PO00423,SUP005,SKU0008,STR022,2026-05-22,2026-06-01,2026-05-31,27,27,Complete
DEV0002408,POL002116,PO00424,SUP011,SKU0011,STR005,2026-05-22,2026-06-01,2026-05-30,115,115,Complete
DEV0002409,POL002117,PO00424,SUP005,SKU0014,STR012,2026-05-22,2026-06-01,2026-06-01,69,69,Complete
DEV0002410,POL002118,PO00424,SUP004,SKU0017,STR019,2026-05-22,2026-06-01,2026-05-30,114,114,Complete
DEV0002411,POL002119,PO00424,SUP010,SKU0020,STR002,2026-05-22,2026-06-01,2026-05-31,85,71,Partially Received
DEV0002412,POL002120,PO00424,SUP009,SKU0023,STR009,2026-05-22,2026-06-01,2026-05-30,123,79,Complete
DEV0002413,POL002120,PO00424,SUP009,SKU0023,STR009,2026-05-22,2026-06-01,2026-05-31,123,44,Complete
DEV0002414,POL002121,PO00425,SUP003,SKU0026,STR016,2026-05-22,2026-06-01,2026-05-31,109,109,Complete
DEV0002415,POL002122,PO00425,SUP002,SKU0029,STR023,2026-05-22,2026-06-01,2026-06-05,112,112,Complete
DEV0002416,POL002123,PO00425,SUP008,SKU0032,STR006,2026-05-22,2026-06-01,2026-06-01,139,139,Complete
DEV0002417,POL002124,PO00425,SUP002,SKU0035,STR013,2026-05-22,2026-06-01,2026-06-05,102,102,Complete
DEV0002418,POL002125,PO00425,SUP001,SKU0038,STR020,2026-05-22,2026-06-01,2026-06-01,46,46,Complete
DEV0002419,POL002126,PO00426,SUP007,SKU0041,STR003,2026-05-22,2026-06-01,2026-05-30,85,85,Complete
DEV0002420,POL002127,PO00426,SUP006,SKU0044,STR010,2026-05-22,2026-06-01,2026-05-31,73,73,Complete
DEV0002421,POL002128,PO00426,SUP012,SKU0047,STR017,2026-05-22,2026-06-01,2026-05-30,50,50,Complete
DEV0002422,POL002129,PO00426,SUP011,SKU0050,STR024,2026-05-22,2026-06-01,2026-05-30,68,68,Complete
DEV0002423,POL002130,PO00426,SUP005,SKU0053,STR007,2026-05-22,2026-06-01,2026-05-31,117,117,Complete
DEV0002424,POL002131,PO00427,SUP011,SKU0056,STR014,2026-05-22,2026-06-01,2026-05-31,32,32,Complete
DEV0002425,POL002132,PO00427,SUP010,SKU0059,STR021,2026-05-22,2026-06-01,2026-06-01,34,34,Complete
DEV0002426,POL002133,PO00427,SUP004,SKU0062,STR004,2026-05-22,2026-06-01,2026-05-31,81,55,Complete
DEV0002427,POL002133,PO00427,SUP004,SKU0062,STR004,2026-05-22,2026-06-01,2026-06-01,81,26,Complete
DEV0002428,POL002134,PO00427,SUP003,SKU0065,STR011,2026-05-22,2026-06-01,2026-05-31,46,46,Complete
DEV0002429,POL002135,PO00427,SUP009,SKU0068,STR018,2026-05-22,2026-06-01,2026-06-03,36,36,Complete
DEV0002430,POL002136,PO00428,SUP008,SKU0071,STR001,2026-05-22,2026-06-01,2026-05-30,60,60,Complete
DEV0002431,POL002137,PO00428,SUP002,SKU0074,STR008,2026-05-22,2026-06-01,2026-05-29,117,86,Complete
DEV0002432,POL002137,PO00428,SUP002,SKU0074,STR008,2026-05-22,2026-06-01,2026-05-30,117,31,Complete
DEV0002433,POL002138,PO00428,SUP008,SKU0077,STR015,2026-05-22,2026-06-01,2026-05-30,80,80,Complete
DEV0002434,POL002139,PO00428,SUP007,SKU0080,STR022,2026-05-22,2026-06-01,2026-06-02,80,80,Complete
DEV0002435,POL002140,PO00428,SUP001,SKU0083,STR005,2026-05-22,2026-06-01,2026-05-31,86,86,Complete
DEV0002436,POL002141,PO00429,SUP012,SKU0086,STR012,2026-05-22,2026-06-01,2026-05-31,96,96,Complete
DEV0002437,POL002142,PO00429,SUP006,SKU0089,STR019,2026-05-22,2026-06-01,2026-05-31,48,35,Partially Received
DEV0002438,POL002143,PO00429,SUP005,SKU0092,STR002,2026-05-22,2026-06-01,2026-05-30,108,108,Complete
DEV0002439,POL002144,PO00429,SUP011,SKU0095,STR009,2026-05-22,2026-06-01,2026-05-30,108,108,Complete
DEV0002440,POL002145,PO00429,SUP006,SKU0001,STR016,2026-05-29,2026-06-08,2026-06-06,110,110,Complete
DEV0002441,POL002146,PO00430,SUP012,SKU0004,STR023,2026-05-29,2026-06-08,2026-06-07,126,126,Complete
DEV0002442,POL002147,PO00430,SUP006,SKU0007,STR006,2026-05-29,2026-06-08,2026-06-07,40,40,Complete
DEV0002443,POL002148,PO00430,SUP005,SKU0010,STR013,2026-05-29,2026-06-08,2026-06-06,86,52,Complete
DEV0002444,POL002148,PO00430,SUP005,SKU0010,STR013,2026-05-29,2026-06-08,2026-06-07,86,34,Complete
DEV0002445,POL002149,PO00430,SUP011,SKU0013,STR020,2026-05-29,2026-06-08,2026-06-08,83,47,Complete
DEV0002446,POL002149,PO00430,SUP011,SKU0013,STR020,2026-05-29,2026-06-08,2026-06-09,83,36,Complete
DEV0002447,POL002150,PO00430,SUP010,SKU0016,STR003,2026-05-29,2026-06-08,2026-06-08,54,54,Complete
DEV0002448,POL002151,PO00431,SUP004,SKU0019,STR010,2026-05-29,2026-06-08,2026-06-11,29,29,Complete
DEV0002449,POL002152,PO00431,SUP003,SKU0022,STR017,2026-05-29,2026-06-08,2026-06-06,74,74,Complete
DEV0002450,POL002153,PO00431,SUP009,SKU0025,STR024,2026-05-29,2026-06-08,2026-06-06,94,94,Complete
DEV0002451,POL002154,PO00431,SUP003,SKU0028,STR007,2026-05-29,2026-06-08,2026-06-07,73,73,Complete
DEV0002452,POL002155,PO00431,SUP002,SKU0031,STR014,2026-05-29,2026-06-08,2026-06-08,60,60,Complete
DEV0002453,POL002156,PO00432,SUP008,SKU0034,STR021,2026-05-29,2026-06-08,2026-06-07,137,137,Complete
DEV0002454,POL002157,PO00432,SUP007,SKU0037,STR004,2026-05-29,2026-06-08,2026-06-08,47,47,Complete
DEV0002455,POL002158,PO00432,SUP001,SKU0040,STR011,2026-05-29,2026-06-08,2026-06-08,26,20,Partially Received
DEV0002456,POL002159,PO00432,SUP012,SKU0043,STR018,2026-05-29,2026-06-08,2026-06-06,131,131,Complete
DEV0002457,POL002160,PO00432,SUP006,SKU0046,STR001,2026-05-29,2026-06-08,2026-06-08,140,140,Complete
DEV0002458,POL002161,PO00433,SUP012,SKU0049,STR008,2026-05-29,2026-06-08,2026-06-06,116,116,Complete
DEV0002459,POL002162,PO00433,SUP011,SKU0052,STR015,2026-05-29,2026-06-08,2026-06-07,96,96,Complete
DEV0002460,POL002163,PO00433,SUP005,SKU0055,STR022,2026-05-29,2026-06-08,2026-06-08,132,132,Complete
DEV0002461,POL002164,PO00433,SUP004,SKU0058,STR005,2026-05-29,2026-06-08,2026-06-07,49,49,Complete
DEV0002462,POL002165,PO00433,SUP010,SKU0061,STR012,2026-05-29,2026-06-08,2026-06-07,77,48,Complete
DEV0002463,POL002165,PO00433,SUP010,SKU0061,STR012,2026-05-29,2026-06-08,2026-06-08,77,29,Complete
DEV0002464,POL002166,PO00434,SUP009,SKU0064,STR019,2026-05-29,2026-06-08,2026-06-08,47,47,Complete
DEV0002465,POL002167,PO00434,SUP003,SKU0067,STR002,2026-05-29,2026-06-08,2026-06-08,84,84,Complete
DEV0002466,POL002168,PO00434,SUP009,SKU0070,STR009,2026-05-29,2026-06-08,2026-06-08,77,77,Complete
DEV0002467,POL002169,PO00434,SUP008,SKU0073,STR016,2026-05-29,2026-06-08,2026-06-08,88,88,Complete
DEV0002468,POL002170,PO00434,SUP002,SKU0076,STR023,2026-05-29,2026-06-08,2026-06-07,131,93,Partially Received
DEV0002469,POL002171,PO00435,SUP001,SKU0079,STR006,2026-05-29,2026-06-08,2026-06-08,80,80,Complete
DEV0002470,POL002172,PO00435,SUP007,SKU0082,STR013,2026-05-29,2026-06-08,2026-06-08,92,92,Complete
DEV0002471,POL002173,PO00435,SUP006,SKU0085,STR020,2026-05-29,2026-06-08,2026-06-06,67,67,Complete
DEV0002472,POL002174,PO00435,SUP012,SKU0088,STR003,2026-05-29,2026-06-08,2026-06-06,108,108,Complete
DEV0002473,POL002175,PO00435,SUP006,SKU0091,STR010,2026-05-29,2026-06-08,2026-06-07,72,72,Complete
DEV0002474,POL002176,PO00436,SUP005,SKU0094,STR017,2026-05-29,2026-06-08,2026-06-06,120,120,Complete
DEV0002475,POL002177,PO00436,SUP006,SKU0003,STR024,2026-06-05,2026-06-15,2026-06-14,128,128,Complete
DEV0002476,POL002178,PO00436,SUP012,SKU0006,STR007,2026-06-05,2026-06-15,2026-06-14,112,112,Complete
DEV0002477,POL002179,PO00436,SUP011,SKU0009,STR014,2026-06-05,2026-06-15,2026-06-13,131,131,Complete
DEV0002478,POL002180,PO00436,SUP005,SKU0012,STR021,2026-06-05,2026-06-15,2026-06-13,97,97,Complete
DEV0002479,POL002181,PO00437,SUP004,SKU0015,STR004,2026-06-05,2026-06-15,2026-06-14,90,90,Complete
DEV0002480,POL002182,PO00437,SUP010,SKU0018,STR011,2026-06-05,2026-06-15,2026-06-14,83,83,Complete
DEV0002481,POL002183,PO00437,SUP004,SKU0021,STR018,2026-06-05,2026-06-15,2026-06-15,112,112,Complete
DEV0002482,POL002184,PO00437,SUP003,SKU0024,STR001,2026-06-05,2026-06-15,2026-06-13,107,107,Complete
DEV0002483,POL002185,PO00437,SUP009,SKU0027,STR008,2026-06-05,2026-06-15,2026-06-13,136,136,Complete
DEV0002484,POL002186,PO00438,SUP008,SKU0030,STR015,2026-06-05,2026-06-15,2026-06-13,88,88,Complete
DEV0002485,POL002187,PO00438,SUP002,SKU0033,STR022,2026-06-05,2026-06-15,2026-06-13,91,91,Complete
DEV0002486,POL002188,PO00438,SUP001,SKU0036,STR005,2026-06-05,2026-06-15,2026-06-17,123,103,Partially Received
DEV0002487,POL002189,PO00438,SUP007,SKU0039,STR012,2026-06-05,2026-06-15,2026-06-14,42,42,Complete
DEV0002488,POL002190,PO00438,SUP001,SKU0042,STR019,2026-06-05,2026-06-15,2026-06-16,114,86,Partially Received
DEV0002489,POL002191,PO00439,SUP012,SKU0045,STR002,2026-06-05,2026-06-15,2026-06-13,56,40,Partially Received
DEV0002490,POL002192,PO00439,SUP006,SKU0048,STR009,2026-06-05,2026-06-15,2026-06-13,111,111,Complete
DEV0002491,POL002193,PO00439,SUP005,SKU0051,STR016,2026-06-05,2026-06-15,2026-06-13,110,70,Complete
DEV0002492,POL002193,PO00439,SUP005,SKU0051,STR016,2026-06-05,2026-06-15,2026-06-14,110,40,Complete
DEV0002493,POL002194,PO00439,SUP011,SKU0054,STR023,2026-06-05,2026-06-15,2026-06-13,59,38,Complete
DEV0002494,POL002194,PO00439,SUP011,SKU0054,STR023,2026-06-05,2026-06-15,2026-06-14,59,21,Complete
DEV0002495,POL002195,PO00439,SUP010,SKU0057,STR006,2026-06-05,2026-06-15,2026-06-13,128,128,Complete
DEV0002496,POL002196,PO00440,SUP004,SKU0060,STR013,2026-06-05,2026-06-15,2026-06-15,67,67,Complete
DEV0002497,POL002197,PO00440,SUP010,SKU0063,STR020,2026-06-05,2026-06-15,2026-06-13,30,30,Complete
DEV0002498,POL002198,PO00440,SUP009,SKU0066,STR003,2026-06-05,2026-06-15,2026-06-14,24,24,Complete
DEV0002499,POL002199,PO00440,SUP003,SKU0069,STR010,2026-06-05,2026-06-15,2026-06-14,82,82,Complete
DEV0002500,POL002200,PO00440,SUP002,SKU0072,STR017,2026-06-05,2026-06-15,2026-06-14,37,37,Complete
DEV0002501,POL002201,PO00441,SUP008,SKU0075,STR024,2026-06-05,2026-06-15,2026-06-14,48,48,Complete
DEV0002502,POL002202,PO00441,SUP007,SKU0078,STR007,2026-06-05,2026-06-15,2026-06-15,43,43,Complete
DEV0002503,POL002203,PO00441,SUP001,SKU0081,STR014,2026-06-05,2026-06-15,2026-06-14,105,105,Complete
DEV0002504,POL002204,PO00441,SUP007,SKU0084,STR021,2026-06-05,2026-06-15,2026-06-15,78,78,Complete
DEV0002505,POL002205,PO00441,SUP006,SKU0087,STR004,2026-06-05,2026-06-15,2026-06-13,80,54,Complete
DEV0002506,POL002205,PO00441,SUP006,SKU0087,STR004,2026-06-05,2026-06-15,2026-06-14,80,26,Complete
DEV0002507,POL002206,PO00442,SUP012,SKU0090,STR011,2026-06-05,2026-06-15,2026-06-14,76,76,Complete
DEV0002508,POL002207,PO00442,SUP011,SKU0093,STR018,2026-06-05,2026-06-15,2026-06-15,67,67,Complete
DEV0002509,POL002208,PO00442,SUP005,SKU0096,STR001,2026-06-05,2026-06-15,2026-06-15,79,79,Complete
DEV0002510,POL002209,PO00442,SUP012,SKU0002,STR008,2026-06-12,2026-06-22,2026-06-22,79,79,Complete
DEV0002511,POL002210,PO00442,SUP006,SKU0005,STR015,2026-06-12,2026-06-22,2026-06-22,112,112,Complete
